,등락률(%)
17887,0.04
17888,0.04
17889,0.04
17890,0.04
17891,0.04
17892,0.04
17893,0.04
17894,0.04
17895,0.04
17896,0.04
17897,0.04
17898,0.04
17899,0.04
17900,0.04
17901,0.04
17902,0.04
17903,0.04
17904,0.04
17905,0.04
17906,0.04
17907,0.04
17908,0.04
17909,0.04
17910,0.04
17911,0.04
17912,0.04
17913,0.04
17914,0.04
17915,0.04
17916,0.04
17917,0.04
17918,0.04
17919,0.04
17920,0.04
17921,0.04
17922,0.04
17923,0.04
17924,0.04
17925,0.04
17926,0.04
17927,0.04
17928,0.04
17929,0.04
17930,0.04
17931,0.04
17932,0.04
17933,0.04
17934,0.04
17935,0.04
17936,0.04
17937,0.04
17938,0.04
17939,0.04
17940,0.04
17941,0.04
17942,0.04
17943,0.04
17944,0.04
17945,0.04
17946,0.04
17947,0.04
17948,0.04
17949,0.04
17950,0.04
17951,0.04
17952,0.04
17953,0.04
17954,0.04
17955,0.04
17956,0.04
17957,0.04
17958,0.04
17959,0.04
17960,0.04
17961,0.04
17962,0.04
17963,0.04
17964,0.04
17965,0.04
17966,0.04
17967,0.04
17968,0.04
17969,0.04
17970,0.04
17971,0.04
17972,0.04
17973,0.04
17974,0.04
17975,0.04
17976,0.04
17977,0.04
17978,0.04
17979,0.04
17980,0.04
17981,0.04
17982,0.04
17983,0.04
17984,0.04
17985,0.04
17986,0.04
17987,-0.46
17988,-0.46
17989,-0.46
17990,-0.46
17991,-0.46
17992,-0.46
17993,-0.46
17994,-0.46
17995,-0.46
17996,-0.46
17997,-0.46
17998,-0.46
17999,-0.46
18000,-0.46
18001,-0.46
18002,-0.46
18003,-0.46
18004,-0.46
18005,-0.46
18006,-0.46
18007,-0.46
18008,-0.46
18009,-0.46
18010,-0.46
18011,-0.46
18012,-0.46
18013,-0.46
18014,-0.46
18015,-0.46
18016,-0.46
18017,-0.46
18018,-0.46
18019,-0.46
18020,-0.46
18021,-0.46
18022,-0.46
18023,-0.46
18024,-0.46
18025,-0.46
18026,-0.46
18027,-0.46
18028,-0.46
18029,-0.46
18030,-0.46
18031,-0.46
18032,-0.46
18033,-0.46
18034,-0.46
18035,-0.46
18036,-0.46
18037,-0.46
18038,-0.46
18039,-0.46
18040,-0.46
18041,-0.46
18042,-0.46
18043,-0.46
18044,-0.46
18045,-0.46
18046,-0.46
18047,-0.46
18048,-0.46
18049,-0.46
18050,-0.46
18051,-0.46
18052,-0.46
18053,-0.46
18054,-0.46
18055,-0.46
18056,-0.46
18057,-0.46
18058,-0.46
18059,-0.46
18060,-0.46
18061,-0.46
18062,-0.46
18063,-0.46
18064,-0.46
18065,-0.46
18066,-0.46
18067,-0.46
18068,-0.46
18069,-0.46
18070,-0.46
18071,-0.46
18072,-0.46
18073,-0.46
18074,-0.46
18075,-0.46
18076,-0.46
18077,-0.46
18078,-0.46
18079,-0.46
18080,-0.46
18081,-0.46
18082,-0.46
18083,-0.46
18084,-0.46
18085,-0.46
18086,-0.46
18087,-0.46
18088,-0.46
18089,-0.46
18090,-0.26
18091,-0.26
18092,-0.26
18093,-0.26
18094,-0.26
18095,-0.26
18096,-0.26
18097,-0.26
18098,-0.26
18099,-0.26
18100,-0.26
18101,-0.26
18102,-0.26
18103,-0.26
18104,-0.26
18105,-0.26
18106,-0.26
18107,-0.26
18108,-0.26
18109,-0.26
18110,-0.26
18111,-0.26
18112,-0.26
18113,-0.26
18114,-0.26
18115,-0.26
18116,-0.26
18117,-0.26
18118,-0.26
18119,-0.26
18120,-0.26
18121,-0.26
18122,-0.26
18123,-0.26
18124,-0.26
18125,-0.26
18126,-0.26
18127,-0.26
18128,-0.26
18129,-0.26
18130,-0.26
18131,-0.26
18132,-0.26
18133,-0.26
18134,-0.26
18135,-0.26
18136,-0.26
18137,-0.26
18138,-0.26
18139,-0.26
18140,-0.26
18141,-0.26
18142,-0.26
18143,-0.26
18144,-0.26
18145,-0.26
18146,-0.26
18147,-0.26
18148,-0.26
18149,-0.26
18150,-0.26
18151,-0.26
18152,-0.26
18153,-0.26
18154,-0.26
18155,-0.26
18156,-0.26
18157,-0.26
18158,-0.26
18159,-0.26
18160,-0.26
18161,-0.26
18162,-0.26
18163,-0.26
18164,-0.26
18165,-0.26
18166,-0.26
18167,-0.26
18168,-0.26
18169,-0.26
18170,-0.26
18171,-0.26
18172,-0.26
18173,-0.26
18174,-0.26
18175,-0.26
18176,-0.26
18177,-0.26
18178,-0.26
18179,-0.26
18180,-0.26
18181,-0.26
18182,-0.26
18183,-0.26
18184,-0.26
18185,-0.26
18186,-0.26
18187,-0.26
18188,-0.26
18189,-0.26
18190,-0.26
18191,-0.26
18192,0.42
18193,0.42
18194,0.42
18195,0.42
18196,0.42
18197,0.42
18198,0.42
18199,0.42
18200,0.42
18201,0.42
18202,0.42
18203,0.42
18204,0.42
18205,0.42
18206,0.42
18207,0.42
18208,0.42
18209,0.42
18210,0.42
18211,0.42
18212,0.42
18213,0.42
18214,0.42
18215,0.42
18216,0.42
18217,0.42
18218,0.42
18219,0.42
18220,0.42
18221,0.42
18222,0.42
18223,0.42
18224,0.42
18225,0.42
18226,0.42
18227,0.42
18228,0.42
18229,0.42
18230,0.42
18231,0.42
18232,0.42
18233,0.42
18234,0.42
18235,0.42
18236,0.42
18237,0.42
18238,0.42
18239,0.42
18240,0.42
18241,0.42
18242,0.42
18243,0.42
18244,0.42
18245,0.42
18246,0.42
18247,0.42
18248,0.42
18249,0.42
18250,0.42
18251,0.42
18252,0.42
18253,0.42
18254,0.42
18255,0.42
18256,0.42
18257,0.42
18258,0.42
18259,0.42
18260,0.42
18261,0.42
18262,0.42
18263,0.42
18264,0.42
18265,0.42
18266,0.42
18267,0.42
18268,0.42
18269,0.42
18270,0.42
18271,0.42
18272,0.42
18273,0.42
18274,0.42
18275,0.42
18276,0.42
18277,0.42
18278,0.42
18279,0.42
18280,0.42
18281,0.42
18282,0.42
18283,0.42
18284,0.42
18285,0.42
18286,0.42
18287,0.42
18288,0.42
18289,0.42
18290,0.42
18291,0.42
18292,0.42
18293,0.42
18294,0.42
18295,0.42
18296,0.42
18297,0.42
18298,0.42
18299,0.42
18300,0.42
18301,0.42
18302,0.42
18303,0.42
18304,0.42
18305,0.42
18306,0.42
18307,0.42
18308,0.42
18309,0.42
18310,0.42
18311,0.42
18312,0.42
18313,0.42
18314,0.42
18315,0.42
18316,0.42
18317,0.42
18318,0.42
18319,0.42
18320,0.42
18321,0.42
18322,0.42
18323,0.42
18324,0.42
18325,0.42
18326,0.42
18327,0.42
18328,0.42
18329,0.42
18330,0.42
18331,0.42
18332,0.42
18333,0.42
18334,0.42
18335,0.42
18336,0.42
18337,0.42
18338,0.42
18339,0.42
18340,0.42
18341,0.42
18342,0.42
18343,0.42
18344,0.42
18345,0.42
18346,0.42
18347,0.42
18348,0.42
18349,0.42
18350,0.42
18351,0.42
18352,0.42
18353,0.42
18354,0.42
18355,0.42
18356,0.42
18357,0.42
18358,0.42
18359,0.42
18360,0.42
18361,0.42
18362,0.42
18363,0.42
18364,0.42
18365,0.42
18366,0.42
18367,0.42
18368,0.42
18369,0.42
18370,0.42
18371,0.42
18372,0.42
18373,0.42
18374,0.42
18375,0.42
18376,0.42
18377,0.42
18378,0.42
18379,0.42
18380,0.42
18381,0.42
18382,0.42
18383,0.42
18384,0.42
18385,0.42
18386,0.42
18387,0.42
18388,0.42
18389,0.42
18390,0.42
18391,0.42
18392,0.42
18393,0.42
18394,0.42
18395,0.42
18396,0.42
18397,0.42
18398,0.42
18399,0.42
18400,0.42
18401,0.42
18402,0.42
18403,0.42
18404,0.42
18405,0.42
18406,0.42
18407,0.42
18408,0.42
18409,0.42
18410,0.42
18411,0.42
18412,0.42
18413,0.42
18414,0.42
18415,0.42
18416,0.42
18417,0.42
18418,0.42
18419,0.42
18420,0.42
18421,0.42
18422,0.42
18423,0.42
18424,0.42
18425,0.42
18426,0.42
18427,0.42
18428,0.42
18429,0.42
18430,0.42
18431,0.42
18432,0.42
18433,0.42
18434,0.42
18435,0.42
18436,0.42
18437,0.42
18438,0.42
18439,0.42
18440,0.42
18441,0.42
18442,0.42
18443,0.42
18444,0.42
18445,0.42
18446,0.42
18447,0.42
18448,0.42
18449,0.42
18450,0.42
18451,0.42
18452,0.42
18453,0.42
18454,0.42
18455,0.42
18456,0.42
18457,0.42
18458,0.42
18459,0.42
18460,0.42
18461,0.42
18462,0.42
18463,0.42
18464,0.42
18465,-3.67
18466,-3.67
18467,-3.67
18468,-3.67
18469,-3.67
18470,-3.67
18471,-3.67
18472,-3.67
18473,-3.67
18474,-3.67
18475,-3.67
18476,-3.67
18477,-3.67
18478,-3.67
18479,-3.67
18480,-3.67
18481,-3.67
18482,-3.67
18483,-3.67
18484,-3.67
18485,-3.67
18486,-3.67
18487,-3.67
18488,-3.67
18489,-3.67
18490,-3.67
18491,-3.67
18492,-3.67
18493,-3.67
18494,-3.67
18495,-3.67
18496,-3.67
18497,-3.67
18498,-3.67
18499,-3.67
18500,-3.67
18501,-3.67
18502,-3.67
18503,-3.67
18504,-3.67
18505,-3.67
18506,-3.67
18507,-3.67
18508,-3.67
18509,-3.67
18510,-3.67
18511,-3.67
18512,-3.67
18513,-3.67
18514,-3.67
18515,-3.67
18516,-3.67
18517,-3.67
18518,-3.67
18519,-3.67
18520,-3.67
18521,-3.67
18522,-3.67
18523,-3.67
18524,-3.67
18525,-3.67
18526,-3.67
18527,-3.67
18528,-3.67
18529,-3.67
18530,-3.67
18531,-3.67
18532,-3.67
18533,-3.67
18534,-3.67
18535,-3.67
18536,-3.67
18537,-3.67
18538,-3.67
18539,-3.67
18540,-3.67
18541,-3.67
18542,-3.67
18543,-3.67
18544,-3.67
18545,-3.67
18546,-3.67
18547,-3.67
18548,-3.67
18549,-3.67
18550,-3.67
18551,-3.67
18552,-3.67
18553,-3.67
18554,-3.67
18555,-3.67
18556,-3.67
18557,-3.67
18558,-3.67
18559,-3.67
18560,-3.67
18561,-3.67
18562,-3.67
18563,-1.63
18564,-1.63
18565,-1.63
18566,-1.63
18567,-1.63
18568,-1.63
18569,-1.63
18570,-1.63
18571,-1.63
18572,-1.63
18573,-1.63
18574,-1.63
18575,-1.63
18576,-1.63
18577,-1.63
18578,-1.63
18579,-1.63
18580,-1.63
18581,-1.63
18582,-1.63
18583,-1.63
18584,-1.63
18585,-1.63
18586,-1.63
18587,-1.63
18588,-1.63
18589,-1.63
18590,-1.63
18591,-1.63
18592,-1.63
18593,-1.63
18594,-1.63
18595,-1.63
18596,-1.63
18597,-1.63
18598,-1.63
18599,-1.63
18600,-1.63
18601,-1.63
18602,-1.63
18603,-1.63
18604,-1.63
18605,-1.63
18606,-1.63
18607,-1.63
18608,-1.63
18609,-1.63
18610,-1.63
18611,-1.63
18612,-1.63
18613,-1.63
18614,-1.63
18615,-1.63
18616,-1.63
18617,-1.63
18618,-1.63
18619,-1.63
18620,-1.63
18621,-1.63
18622,-1.63
18623,-1.63
18624,-1.63
18625,-1.63
18626,-1.63
18627,-1.63
18628,-1.63
18629,-1.63
18630,-1.63
18631,-1.63
18632,-1.63
18633,-1.63
18634,-1.63
18635,-1.63
18636,-1.63
18637,-1.63
18638,-1.63
18639,-1.63
18640,-1.63
18641,-1.63
18642,-1.63
18643,-1.63
18644,-1.63
18645,-1.63
18646,-1.63
18647,-1.63
18648,-1.63
18649,-1.63
18650,-1.63
18651,-1.63
18652,-1.63
18653,-1.63
18654,-1.63
18655,-1.63
18656,-1.63
18657,-1.63
18658,-1.63
18659,-1.63
18660,-1.63
18661,-1.63
18662,-1.63
18663,-1.63
18664,-1.63
18665,1.38
18666,1.38
18667,1.38
18668,1.38
18669,1.38
18670,1.38
18671,1.38
18672,1.38
18673,1.38
18674,1.38
18675,1.38
18676,1.38
18677,1.38
18678,1.38
18679,1.38
18680,1.38
18681,1.38
18682,1.38
18683,1.38
18684,1.38
18685,1.38
18686,1.38
18687,1.38
18688,1.38
18689,1.38
18690,1.38
18691,1.38
18692,1.38
18693,1.38
18694,1.38
18695,1.38
18696,1.38
18697,1.38
18698,1.38
18699,1.38
18700,1.38
18701,1.38
18702,1.38
18703,1.38
18704,1.38
18705,1.38
18706,1.38
18707,1.38
18708,1.38
18709,1.38
18710,1.38
18711,1.38
18712,1.38
18713,1.38
18714,1.38
18715,1.38
18716,1.38
18717,1.38
18718,1.38
18719,1.38
18720,1.38
18721,1.38
18722,1.38
18723,1.38
18724,1.38
18725,1.38
18726,1.38
18727,1.38
18728,1.38
18729,1.38
18730,1.38
18731,1.38
18732,1.38
18733,1.38
18734,1.38
18735,1.38
18736,1.38
18737,1.38
18738,1.38
18739,1.38
18740,1.38
18741,1.38
18742,1.38
18743,1.38
18744,1.38
18745,1.38
18746,1.38
18747,1.38
18748,1.38
18749,1.38
18750,1.38
18751,1.38
18752,1.38
18753,1.38
18754,1.38
18755,1.38
18756,1.38
18757,1.38
18758,1.38
18759,1.53
18760,1.53
18761,1.53
18762,1.53
18763,1.53
18764,1.53
18765,1.53
18766,1.53
18767,1.53
18768,1.53
18769,1.53
18770,1.53
18771,1.53
18772,1.53
18773,1.53
18774,1.53
18775,1.53
18776,1.53
18777,1.53
18778,1.53
18779,1.53
18780,1.53
18781,1.53
18782,1.53
18783,1.53
18784,1.53
18785,1.53
18786,1.53
18787,1.53
18788,1.53
18789,1.53
18790,1.53
18791,1.53
18792,1.53
18793,1.53
18794,1.53
18795,1.53
18796,1.53
18797,1.53
18798,1.53
18799,1.53
18800,1.53
18801,1.53
18802,1.53
18803,1.53
18804,1.53
18805,1.53
18806,1.53
18807,1.53
18808,1.53
18809,1.53
18810,1.53
18811,1.53
18812,1.53
18813,1.53
18814,1.53
18815,1.53
18816,1.53
18817,1.53
18818,1.53
18819,1.53
18820,1.53
18821,1.53
18822,1.53
18823,1.53
18824,1.53
18825,1.53
18826,1.53
18827,1.53
18828,1.53
18829,1.53
18830,1.53
18831,1.53
18832,1.53
18833,1.53
18834,1.53
18835,1.53
18836,1.53
18837,1.53
18838,1.53
18839,1.53
18840,1.53
18841,1.53
18842,1.53
18843,1.53
18844,1.53
18845,1.53
18846,1.53
18847,1.53
18848,1.53
18849,1.53
18850,1.53
18851,1.53
18852,1.53
18853,1.53
18854,1.53
18855,1.53
18856,1.53
18857,1.53
18858,1.53
18859,1.53
18860,1.53
18861,1.53
18862,1.53
18863,1.53
18864,1.53
18865,1.53
18866,1.53
18867,1.53
18868,1.53
18869,1.53
18870,1.53
18871,1.53
18872,1.53
18873,1.53
18874,1.53
18875,1.53
18876,1.53
18877,1.53
18878,1.53
18879,1.53
18880,1.53
18881,1.53
18882,0.6
18883,0.6
18884,0.6
18885,0.6
18886,0.6
18887,0.6
18888,0.6
18889,0.6
18890,0.6
18891,0.6
18892,0.6
18893,0.6
18894,0.6
18895,0.6
18896,0.6
18897,0.6
18898,0.6
18899,0.6
18900,0.6
18901,0.6
18902,0.6
18903,0.6
18904,0.6
18905,0.6
18906,0.6
18907,0.6
18908,0.6
18909,0.6
18910,0.6
18911,0.6
18912,0.6
18913,0.6
18914,0.6
18915,0.6
18916,0.6
18917,0.6
18918,0.6
18919,0.6
18920,0.6
18921,0.6
18922,0.6
18923,0.6
18924,0.6
18925,0.6
18926,0.6
18927,0.6
18928,0.6
18929,0.6
18930,0.6
18931,0.6
18932,0.6
18933,0.6
18934,0.6
18935,0.6
18936,0.6
18937,0.6
18938,0.6
18939,0.6
18940,0.6
18941,0.6
18942,0.6
18943,0.6
18944,0.6
18945,0.6
18946,0.6
18947,0.6
18948,0.6
18949,0.6
18950,0.6
18951,0.6
18952,0.6
18953,0.6
18954,0.6
18955,0.6
18956,0.6
18957,0.6
18958,0.6
18959,0.6
18960,0.6
18961,0.6
18962,0.6
18963,0.6
18964,0.6
18965,0.6
18966,0.6
18967,0.6
18968,0.6
18969,0.6
18970,0.6
18971,0.6
18972,0.6
18973,0.6
18974,0.6
18975,0.6
18976,0.6
18977,0.6
18978,0.6
18979,0.6
18980,0.6
18981,0.6
18982,0.6
18983,0.6
18984,0.6
18985,0.6
18986,0.6
18987,0.6
18988,0.6
18989,0.6
18990,0.6
18991,0.6
18992,0.6
18993,0.6
18994,0.6
18995,0.6
18996,0.6
18997,0.6
18998,0.6
18999,0.6
19000,0.6
19001,0.6
19002,0.6
19003,0.6
19004,0.6
19005,0.6
19006,0.6
19007,0.6
19008,0.6
19009,0.6
19010,0.6
19011,0.6
19012,0.6
19013,0.6
19014,0.6
19015,0.6
19016,0.6
19017,0.6
19018,0.6
19019,0.6
19020,0.6
19021,0.6
19022,0.6
19023,0.6
19024,0.6
19025,0.6
19026,0.6
19027,0.6
19028,0.6
19029,0.6
19030,0.6
19031,0.6
19032,0.6
19033,0.6
19034,0.6
19035,0.6
19036,0.6
19037,0.6
19038,0.6
19039,0.6
19040,0.6
19041,0.6
19042,0.6
19043,0.6
19044,0.6
19045,0.6
19046,0.6
19047,0.6
19048,0.6
19049,0.6
19050,0.6
19051,0.6
19052,0.6
19053,0.6
19054,0.6
19055,0.6
19056,0.6
19057,0.6
19058,0.6
19059,0.6
19060,0.6
19061,0.6
19062,0.6
19063,0.6
19064,0.6
19065,0.6
19066,0.6
19067,0.6
19068,0.6
19069,0.6
19070,0.6
19071,0.6
19072,0.6
19073,0.6
19074,0.6
19075,0.6
19076,0.6
19077,0.6
19078,0.6
19079,0.6
19080,0.6
19081,0.6
19082,0.6
19083,0.6
19084,0.6
19085,0.6
19086,0.6
19087,0.6
19088,0.6
19089,0.6
19090,0.6
19091,0.6
19092,0.6
19093,0.6
19094,0.6
19095,0.6
19096,0.6
19097,0.6
19098,0.6
19099,0.6
19100,0.6
19101,0.6
19102,0.6
19103,0.6
19104,0.6
19105,0.6
19106,0.6
19107,0.6
19108,0.6
19109,0.6
19110,0.6
19111,0.6
19112,0.6
19113,0.6
19114,0.6
19115,0.6
19116,0.6
19117,0.6
19118,0.6
19119,0.6
19120,0.6
19121,0.6
19122,0.6
19123,0.6
19124,0.6
19125,0.6
19126,0.6
19127,0.6
19128,0.6
19129,0.6
19130,0.6
19131,0.6
19132,0.6
19133,0.6
19134,0.6
19135,0.6
19136,0.6
19137,0.6
19138,0.6
19139,0.6
19140,0.6
19141,0.6
19142,0.6
19143,0.6
19144,0.6
19145,0.6
19146,0.6
19147,0.6
19148,0.6
19149,0.6
19150,0.6
19151,0.6
19152,0.6
19153,0.6
19154,0.6
19155,0.6
19156,0.6
19157,0.6
19158,0.6
19159,0.6
19160,0.6
19161,0.6
19162,0.6
19163,0.6
19164,0.6
19165,0.6
19166,0.6
19167,0.6
19168,0.6
19169,0.6
19170,0.6
19171,0.6
19172,0.6
19173,0.6
19174,0.6
19175,0.6
19176,0.6
19177,0.6
19178,0.6
19179,0.6
19180,0.6
19181,0.6
19182,0.6
19183,0.6
19184,0.6
19185,0.6
19186,0.6
19187,0.6
19188,0.6
19189,0.6
19190,0.6
19191,0.6
19192,0.6
19193,0.6
19194,0.6
19195,0.6
19196,0.6
19197,0.6
19198,0.6
19199,0.6
19200,0.6
19201,-0.94
19202,-0.94
19203,-0.94
19204,-0.94
19205,-0.94
19206,-0.94
19207,-0.94
19208,-0.94
19209,-0.94
19210,-0.94
19211,-0.94
19212,-0.94
19213,-0.94
19214,-0.94
19215,-0.94
19216,-0.94
19217,-0.94
19218,-0.94
19219,-0.94
19220,-0.94
19221,-0.94
19222,-0.94
19223,-0.94
19224,-0.94
19225,-0.94
19226,-0.94
19227,-0.94
19228,-0.94
19229,-0.94
19230,-0.94
19231,-0.94
19232,-0.94
19233,-0.94
19234,-0.94
19235,-0.94
19236,-0.94
19237,-0.94
19238,-0.94
19239,-0.94
19240,-0.94
19241,-0.94
19242,-0.94
19243,-0.94
19244,-0.94
19245,-0.94
19246,-0.94
19247,-0.94
19248,-0.94
19249,-0.94
19250,-0.94
19251,-0.94
19252,-0.94
19253,-0.94
19254,-0.94
19255,-0.94
19256,-0.94
19257,-0.94
19258,-0.94
19259,-0.94
19260,-0.94
19261,-0.94
19262,-0.94
19263,-0.94
19264,-0.94
19265,-0.94
19266,-0.94
19267,-0.94
19268,-0.94
19269,-0.94
19270,-0.94
19271,-0.94
19272,-0.94
19273,-0.94
19274,-0.94
19275,-0.94
19276,-0.94
19277,-0.94
19278,-0.94
19279,-0.94
19280,-0.94
19281,-0.94
19282,-0.94
19283,-0.94
19284,-0.94
19285,-0.94
19286,-0.94
19287,-0.94
19288,-0.94
19289,-0.94
19290,-0.94
19291,-0.94
19292,-0.94
19293,-0.94
19294,-0.94
19295,-0.94
19296,-0.94
19297,-0.94
19298,-0.94
19299,-0.94
19300,-0.94
19301,-0.94
19302,-0.94
19303,-0.94
19304,-0.94
19305,-0.94
19306,-0.94
19307,-0.94
19308,-0.94
19309,-0.05
19310,-0.05
19311,-0.05
19312,-0.05
19313,-0.05
19314,-0.05
19315,-0.05
19316,-0.05
19317,-0.05
19318,-0.05
19319,-0.05
19320,-0.05
19321,-0.05
19322,-0.05
19323,-0.05
19324,-0.05
19325,-0.05
19326,-0.05
19327,-0.05
19328,-0.05
19329,-0.05
19330,-0.05
19331,-0.05
19332,-0.05
19333,-0.05
19334,-0.05
19335,-0.05
19336,-0.05
19337,-0.05
19338,-0.05
19339,-0.05
19340,-0.05
19341,-0.05
19342,-0.05
19343,-0.05
19344,-0.05
19345,-0.05
19346,-0.05
19347,-0.05
19348,-0.05
19349,-0.05
19350,-0.05
19351,-0.05
19352,-0.05
19353,-0.05
19354,-0.05
19355,-0.05
19356,-0.05
19357,-0.05
19358,-0.05
19359,-0.05
19360,-0.05
19361,-0.05
19362,-0.05
19363,-0.05
19364,-0.05
19365,-0.05
19366,-0.05
19367,-0.05
19368,-0.05
19369,-0.05
19370,-0.05
19371,-0.05
19372,-0.05
19373,-0.05
19374,-0.05
19375,-0.05
19376,-0.05
19377,-0.05
19378,-0.05
19379,-0.05
19380,-0.05
19381,-0.05
19382,-0.05
19383,-0.05
19384,-0.05
19385,-0.05
19386,-0.05
19387,-0.05
19388,-0.05
19389,-0.05
19390,-0.05
19391,-0.05
19392,-0.05
19393,-0.05
19394,-0.05
19395,-0.05
19396,-0.05
19397,-1.21
19398,-1.21
19399,-1.21
19400,-1.21
19401,-1.21
19402,-1.21
19403,-1.21
19404,-1.21
19405,-1.21
19406,-1.21
19407,-1.21
19408,-1.21
19409,-1.21
19410,-1.21
19411,-1.21
19412,-1.21
19413,-1.21
19414,-1.21
19415,-1.21
19416,-1.21
19417,-1.21
19418,-1.21
19419,-1.21
19420,-1.21
19421,-1.21
19422,-1.21
19423,-1.21
19424,-1.21
19425,-1.21
19426,-1.21
19427,-1.21
19428,-1.21
19429,-1.21
19430,-1.21
19431,-1.21
19432,-1.21
19433,-1.21
19434,-1.21
19435,-1.21
19436,-1.21
19437,-1.21
19438,-1.21
19439,-1.21
19440,-1.21
19441,-1.21
19442,-1.21
19443,-1.21
19444,-1.21
19445,-1.21
19446,-1.21
19447,-1.21
19448,-1.21
19449,-1.21
19450,-1.21
19451,-1.21
19452,-1.21
19453,-1.21
19454,-1.21
19455,-1.21
19456,-1.21
19457,-1.21
19458,-1.21
19459,-1.21
19460,-1.21
19461,-1.21
19462,-1.21
19463,-1.21
19464,-1.21
19465,-1.21
19466,-1.21
19467,-1.21
19468,-1.21
19469,-1.21
19470,-1.21
19471,-1.21
19472,-1.21
19473,-1.21
19474,-1.21
19475,-1.21
19476,-1.21
19477,-1.21
19478,-1.21
19479,-1.21
19480,-1.21
19481,-1.21
19482,-1.21
19483,-1.21
19484,-1.21
19485,-1.21
19486,-1.21
19487,-1.21
19488,-1.21
19489,-1.21
19490,-1.21
19491,-1.21
19492,-1.21
19493,-1.21
19494,-1.21
19495,-1.21
19496,-1.21
19497,-1.21
19498,-1.21
19499,-1.21
19500,-1.21
19501,-1.21
19502,-1.21
19503,-1.21
19504,-1.21
19505,-1.21
19506,-1.21
19507,-1.21
19508,-1.21
19509,-1.21
19510,-1.21
19511,-1.21
19512,-1.21
19513,-1.21
19514,-1.21
19515,-1.21
19516,-1.21
19517,-1.21
19518,-1.21
19519,-0.17
19520,-0.17
19521,-0.17
19522,-0.17
19523,-0.17
19524,-0.17
19525,-0.17
19526,-0.17
19527,-0.17
19528,-0.17
19529,-0.17
19530,-0.17
19531,-0.17
19532,-0.17
19533,-0.17
19534,-0.17
19535,-0.17
19536,-0.17
19537,-0.17
19538,-0.17
19539,-0.17
19540,-0.17
19541,-0.17
19542,-0.17
19543,-0.17
19544,-0.17
19545,-0.17
19546,-0.17
19547,-0.17
19548,-0.17
19549,-0.17
19550,-0.17
19551,-0.17
19552,-0.17
19553,-0.17
19554,-0.17
19555,-0.17
19556,-0.17
19557,-0.17
19558,-0.17
19559,-0.17
19560,-0.17
19561,-0.17
19562,-0.17
19563,-0.17
19564,-0.17
19565,-0.17
19566,-0.17
19567,-0.17
19568,-0.17
19569,-0.17
19570,-0.17
19571,-0.17
19572,-0.17
19573,-0.17
19574,-0.17
19575,-0.17
19576,-0.17
19577,-0.17
19578,-0.17
19579,-0.17
19580,-0.17
19581,-0.17
19582,-0.17
19583,-0.17
19584,-0.17
19585,-0.17
19586,-0.17
19587,-0.17
19588,-0.17
19589,-0.17
19590,-0.17
19591,-0.17
19592,-0.17
19593,-0.17
19594,-0.17
19595,-0.17
19596,-0.17
19597,-0.17
19598,-0.17
19599,-0.17
19600,-0.17
19601,-0.17
19602,-0.17
19603,-0.17
19604,-0.17
19605,-0.17
19606,-0.17
19607,-0.17
19608,-0.17
19609,-0.17
19610,-0.17
19611,-0.17
19612,-0.17
19613,-0.17
19614,-0.17
19615,-0.17
19616,-0.17
19617,-0.17
19618,-0.17
19619,-0.17
19620,-0.17
19621,-0.17
19622,-0.17
19623,-0.17
19624,1.34
19625,1.34
19626,1.34
19627,1.34
19628,1.34
19629,1.34
19630,1.34
19631,1.34
19632,1.34
19633,1.34
19634,1.34
19635,1.34
19636,1.34
19637,1.34
19638,1.34
19639,1.34
19640,1.34
19641,1.34
19642,1.34
19643,1.34
19644,1.34
19645,1.34
19646,1.34
19647,1.34
19648,1.34
19649,1.34
19650,1.34
19651,1.34
19652,1.34
19653,1.34
19654,1.34
19655,1.34
19656,1.34
19657,1.34
19658,1.34
19659,1.34
19660,1.34
19661,1.34
19662,1.34
19663,1.34
19664,1.34
19665,1.34
19666,1.34
19667,1.34
19668,1.34
19669,1.34
19670,1.34
19671,1.34
19672,1.34
19673,1.34
19674,1.34
19675,1.34
19676,1.34
19677,1.34
19678,1.34
19679,1.34
19680,1.34
19681,1.34
19682,1.34
19683,1.34
19684,1.34
19685,1.34
19686,1.34
19687,1.34
19688,1.34
19689,1.34
19690,1.34
19691,1.34
19692,1.34
19693,1.34
19694,1.34
19695,1.34
19696,1.34
19697,1.34
19698,1.34
19699,1.34
19700,1.34
19701,1.34
19702,1.34
19703,1.34
19704,1.34
19705,1.34
19706,1.34
19707,1.34
19708,1.34
19709,1.34
19710,1.34
19711,1.34
19712,1.34
19713,1.34
19714,1.34
19715,1.34
19716,1.34
19717,1.34
19718,1.34
19719,1.34
19720,1.34
19721,1.34
19722,1.34
19723,1.34
19724,1.34
19725,1.34
19726,1.34
19727,1.34
19728,1.34
19729,1.34
19730,1.34
19731,1.34
19732,1.34
19733,1.34
19734,1.34
19735,1.34
19736,1.34
19737,1.34
19738,1.34
19739,1.34
19740,1.34
19741,1.34
19742,1.34
19743,1.34
19744,1.34
19745,1.34
19746,1.34
19747,1.34
19748,1.34
19749,1.34
19750,1.34
19751,1.34
19752,1.34
19753,1.34
19754,1.34
19755,1.34
19756,1.34
19757,1.34
19758,1.34
19759,1.34
19760,1.34
19761,1.34
19762,1.34
19763,1.34
19764,1.34
19765,1.34
19766,1.34
