지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),1시간 최다강수량(mm),일강수량(mm),최대 순간 풍속(m/s),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),일 최심신적설(cm)
152,울산,2019-03-12,9.1,3.1,15.7,1.82,,.3,12.9,6.3,3.1,24,52.4,
152,울산,2019-03-13,5.4,-.5,10,,,,10.6,6.5,2.8,20,27.6,
152,울산,2019-03-14,7.3,.4,13,,,,8.3,5.1,2.1,9,27.6,
152,울산,2019-03-15,7.2,1.8,14.1,2.33,,4.7,11.3,7.1,2.4,29,58.9,
152,울산,2019-03-16,7.5,2.8,13.4,,,,8.4,4.9,2.3,28,56.5,
152,울산,2019-03-17,8.3,4.3,14.2,,,,9.1,4.5,2.4,24,48.9,
152,울산,2019-03-18,10.6,2.8,16.6,,,,9.8,5.7,2.1,28,55.4,
152,울산,2019-03-19,13.4,8.1,21.3,,,,8.3,4.1,2.1,18,43.3,
152,울산,2019-03-20,13.4,8.6,18.7,5.83,,8.3,12.3,6.8,2.4,25,65.5,
152,울산,2019-03-21,16.5,8.7,22.2,1.9,,2,10.5,5.3,3,34,57,
152,울산,2019-03-22,8.1,4.4,13.3,,,,8.2,5.4,2.9,33,51.5,
152,울산,2019-03-23,6.2,3.3,12.8,.82,,0,10.7,6,3.2,10,43.4,
152,울산,2019-03-24,6.7,.2,12.6,,,,7.2,4.2,2.4,17,44.5,
152,울산,2019-03-25,9.8,3,16.7,,,,8.9,5,2.4,21,39.3,
152,울산,2019-03-26,13,6.6,20.1,,,,10.4,5.6,2.2,13,35.6,
152,울산,2019-03-27,16.1,8.7,22.5,,,,12,7.6,3,15,28,
152,울산,2019-03-28,11.3,10.4,14.9,,,,9.4,5.5,2.1,36,76.6,
152,울산,2019-03-29,12.4,8,18,,,,7.4,4.6,1.8,53,79.3,
152,울산,2019-03-30,10.9,6.1,17,4.18,,2.8,12,6.9,2.8,21,60.9,
152,울산,2019-03-31,7.3,4.2,12,,,,12.1,7.5,3.3,22,39.4,
152,울산,2019-04-01,6.9,2.4,12.7,,,,11.3,6.5,3.2,18,32.3,
152,울산,2019-04-02,7.8,1.1,13.6,,,,7.6,4.3,2.4,15,42.1,
152,울산,2019-04-03,9,3.4,14.2,,,,8,5.1,2.5,15,38.1,
152,울산,2019-04-04,13.4,5,21.2,,,,8.9,5.7,3.1,12,24.4,
152,울산,2019-04-05,17.4,11.9,23.4,,,,8.8,5.5,2.5,11,24.5,
152,울산,2019-04-06,14.2,8.9,19.9,,,,9,5.5,2.2,16,41.6,
152,울산,2019-04-07,11.8,9.2,16.4,.25,0,0,8.6,5,1.6,48,68.9,
152,울산,2019-04-08,11.9,6.1,21.3,,,,11.1,5.8,2.3,13,54.9,
152,울산,2019-04-09,9.6,5.2,14.7,7.83,3.7,10.9,10.3,5.9,3.1,41,65.4,
152,울산,2019-04-10,8.2,6.8,9.8,14.08,5,14.5,12.9,5.5,3.3,81,91.1,
152,울산,2019-04-11,8.9,5,12.4,,,,6.3,4,1.8,55,69.3,
152,울산,2019-04-12,11.2,6.1,17,.92,.9,.9,7.7,4.9,1.8,30,62.9,
152,울산,2019-04-13,13.1,6.5,18.6,,,,8.8,5.6,2,25,50.6,
152,울산,2019-04-14,12.9,9.3,16.9,.57,.1,.1,10.8,6.9,2.1,32,47.5,
152,울산,2019-04-15,12,6.2,19.2,,,,6.9,4.1,1.9,18,44.9,
152,울산,2019-04-16,16,6.8,23.6,,,,6.8,3.6,1.5,12,35.9,
152,울산,2019-04-17,17.8,10.4,25.2,,,,7.4,4.1,1.8,19,35.1,
152,울산,2019-04-18,18.4,10.7,25.9,,,,8.6,5.4,2,25,52.9,
152,울산,2019-04-19,11.4,7.1,17.1,,,,8.5,4.7,2.5,56,71.6,
152,울산,2019-04-20,13.2,7,18.1,,,,6.3,3.8,1.5,51,74.3,
152,울산,2019-04-21,16.9,10.9,22.5,,,,6.3,4,1.6,47,68.5,
152,울산,2019-04-22,15.5,11.9,20.2,,,,8.2,5.7,2.2,51,76.3,
152,울산,2019-04-23,15.5,10.3,21.1,7.5,2.1,4,8.5,4.2,1.3,44,83.8,
152,울산,2019-04-24,18.2,15,22,11.83,2.5,10.8,6.9,3.7,1.1,72,92.8,
152,울산,2019-04-25,13.4,10.7,17.7,2.75,.3,.4,8.4,4.6,2.6,56,80.4,
152,울산,2019-04-26,9.8,7.9,11.6,19.75,1.3,5.1,6.8,3.7,2,86,96.8,
152,울산,2019-04-27,11.1,6.5,15.8,.08,0,0,7,4.6,2.3,44,69,
152,울산,2019-04-28,12.2,8.5,17.6,,,,5.8,3.2,1.4,44,66.9,
152,울산,2019-04-29,11.9,9.8,13.2,14.97,7.8,42,5.8,3.7,1.6,76,91.4,
152,울산,2019-04-30,14.1,12.4,17.2,2.33,.2,.2,8,3.9,1.9,80,93.3,
152,울산,2019-05-01,17.1,12.7,23.1,,,,5.8,3.4,1.4,42,72,
152,울산,2019-05-02,17.2,12.9,22.5,,,,7,3.9,1.8,47,66.3,
152,울산,2019-05-03,18.2,12,24.4,,,,6.4,4.1,1.7,26,45.9,
152,울산,2019-05-04,18.7,11.2,25.7,,,,5.1,3.2,1.2,25,54.5,
152,울산,2019-05-05,21.4,13.6,28.7,,,,8.7,5.7,2.1,13,47.5,
152,울산,2019-05-06,14.6,10,20.2,.33,0,0,10.2,5.9,2.3,35,59.8,
152,울산,2019-05-07,14.4,6.6,20.6,,,,7.2,4.8,1.9,19,51.5,
152,울산,2019-05-08,18.4,10.5,24.7,,,,7.9,5.4,2.5,12,30.9,
152,울산,2019-05-09,19.6,15.1,25.7,,,,9.2,5,2.1,15,28.1,
152,울산,2019-05-10,18.8,14,25.7,,,,5.8,3.5,1.8,19,38.4,
152,울산,2019-05-11,19.1,11.2,26.4,,,,5.2,3.5,1,20,44.5,
152,울산,2019-05-12,17.2,12.9,23.7,,,,7.5,4.3,1.9,37,66.3,
152,울산,2019-05-13,16.5,10.8,22.3,,,,5.4,3.2,1.4,45,79.9,
152,울산,2019-05-14,20,15.8,25.4,1.62,0,0,7.1,4.8,1.8,55,79.4,
152,울산,2019-05-15,20.7,15.9,25.3,,,,5.9,3.1,1.4,45,67.8,
152,울산,2019-05-16,21,15,26,,,,5.4,3,1.1,43,64,
152,울산,2019-05-17,20.7,15.5,24.8,,,,6.8,3.8,1.4,49,68.6,
152,울산,2019-05-18,17.8,16.2,20.2,16.88,2.2,8.2,6.4,4.1,1.6,64,90.3,
152,울산,2019-05-19,19.2,16.1,23.6,7.25,2.2,5.9,8.2,4.5,2.1,62,89.8,
152,울산,2019-05-20,19.1,14.4,23.8,2.82,1.4,1.8,8.5,4.7,2.5,30,68.5,
152,울산,2019-05-21,18.6,11.3,25.5,,,,8.2,4.4,2.3,19,39.8,
152,울산,2019-05-22,21,11.9,28.2,,,,9.2,6.4,2.2,14,36,
152,울산,2019-05-23,23.1,15.3,30.7,,,,8.3,5.1,1.6,15,40.4,
152,울산,2019-05-24,24.5,16.1,31.7,,,,4.8,3,1.1,23,46.1,
152,울산,2019-05-25,26.6,20.2,31.5,,,,7.8,4.9,1.8,17,37.4,
152,울산,2019-05-26,25.1,19,31.2,,,,10.2,6.6,2.4,16,40.3,
152,울산,2019-05-27,20.1,18.9,23.4,16.33,3.3,18.9,16.1,8.7,3.8,43,94.5,
152,울산,2019-05-28,18.3,13.7,22.7,,,,8.3,4.8,2.2,27,56.3,
152,울산,2019-05-29,21.6,12.2,29.5,,,,7.4,4.2,1.3,17,39.9,
152,울산,2019-05-30,23.5,17.3,29.9,,,,7,4.9,1.8,18,32.5,
152,울산,2019-05-31,19.5,15.1,24.3,3.75,.2,.2,8.7,4.8,2.3,32,57.5,
152,울산,2019-06-01,19.7,14.6,25.4,,,,6.4,3.8,1.6,29,61.8,
152,울산,2019-06-02,20.8,15.5,27,,,,6.5,3.9,1.2,36,60.8,
152,울산,2019-06-03,22.2,15.3,29.2,,,,7.4,4.4,1.4,30,57.6,
152,울산,2019-06-04,23.1,17.4,29.7,,,,6.9,4.3,1.3,30,66,
152,울산,2019-06-05,23.4,19,28.8,,,,7,4.7,1.7,40,64.1,
152,울산,2019-06-06,21.7,16.7,27,4.72,7.9,12.1,8.2,5,1.4,53,79.4,
152,울산,2019-06-07,18.5,16.9,20,12.53,10.1,34.1,8.3,4.9,2.5,86,94.6,
152,울산,2019-06-08,18.9,16.2,22.6,,,,8.2,5.2,2.4,63,80.8,
152,울산,2019-06-09,17.3,15.4,19.6,,,,6.6,3.9,1.9,70,80.9,
152,울산,2019-06-10,17.7,14.9,21.3,.17,0,0,6.9,3.8,2.2,63,77.4,
152,울산,2019-06-11,17.7,15.2,22,,,,8.4,4.8,2.2,61,78.5,
152,울산,2019-06-12,18.1,15.3,21.8,,,,5.9,4.4,,61,78.9,
152,울산,2019-06-13,19.5,13.3,24.7,,,,5,2.9,1.4,46,76.6,
152,울산,2019-06-14,18.8,16.5,22.7,10.83,3.8,14.6,3.9,2.9,1.1,67,91.8,
152,울산,2019-06-15,20.2,16.6,26.5,4.28,4.2,8.1,6.6,4.1,2.4,47,78.4,
152,울산,2019-06-16,18.6,15,23.6,.92,.3,.3,6.4,4.9,1.9,60,85.1,
152,울산,2019-06-17,21.3,15.6,27,,,,4.7,3.4,1.3,51,80.5,
152,울산,2019-06-18,23,18.4,27.6,.62,1.8,1.8,4.3,2.9,1.2,57,80.1,
152,울산,2019-06-19,23.3,19.5,28.2,,,,5.2,3.6,1.7,55,74.3,
152,울산,2019-06-20,24.3,18.6,29,,,,5.1,3.1,1.4,50,73.4,
152,울산,2019-06-21,23.2,18.3,28.6,4.03,2.6,2.9,6,4.5,2.2,52,77.9,
152,울산,2019-06-22,19.8,17.4,22.9,,,,6.5,4.7,2.2,63,75.4,
152,울산,2019-06-23,19.1,16.3,22.5,,,,5.5,3.7,1.9,65,81.8,
152,울산,2019-06-24,20.2,16.7,24.6,,,,5.9,4.2,1.7,65,80.5,
152,울산,2019-06-25,21.3,16.5,25.6,,,,5.2,3.2,1.3,53,79.4,
152,울산,2019-06-26,20.4,17.1,23.1,13.53,21.7,106.5,6.2,3.5,1.2,76,95.4,
152,울산,2019-06-27,23.1,21.7,26.4,11.93,11.6,38,6.7,3.7,1.4,90,97.5,
152,울산,2019-06-28,21.9,20.7,24.4,,,,4.5,3.3,1.4,80,92.4,
152,울산,2019-06-29,20.7,19.8,21.8,13.33,11.3,29.1,5.3,3.7,1,93,97.9,
152,울산,2019-06-30,24.3,20.8,29.5,,,,5.1,3.8,1.5,61,86.8,
152,울산,2019-07-01,24.4,21.3,28.4,2,.1,.1,4,2.6,1.1,59,82.5,
152,울산,2019-07-02,23.7,20.1,29.1,,,,5.5,3.4,1.3,48,81.8,
152,울산,2019-07-03,23.4,20.4,28.1,,,,4.1,2.3,1.2,55,82.4,
152,울산,2019-07-04,24.7,18.5,30,,,,5.3,3.7,1.5,47,72.4,
152,울산,2019-07-05,23.7,20,28.8,,,,4.8,3.6,1.5,48,75,
152,울산,2019-07-06,23.2,19.1,27.2,,,,6.9,4.6,2.9,61,76.1,
152,울산,2019-07-07,22.2,20.2,25,.08,0,0,7.1,4.7,2.8,59,76,
152,울산,2019-07-08,21.6,20.2,24.7,,,,5.9,3.7,2.3,71,79.1,
152,울산,2019-07-09,21.3,19.3,23.8,.08,0,0,6.3,3.6,2.3,72,81.1,
152,울산,2019-07-10,21.4,20.4,22.3,14.38,6.7,27.7,8.1,4.6,3,82,93.9,
152,울산,2019-07-11,24.5,21.8,28.5,4.25,6.5,9.4,4.2,2.6,1.2,73,89.3,
152,울산,2019-07-12,22.5,20.5,27.1,3.67,2.6,3.9,4.9,2.9,1.1,72,91.5,
152,울산,2019-07-13,22.5,19.9,26.3,3.42,.1,.1,3.9,2.8,1,68,86.4,
152,울산,2019-07-14,22.7,19,26.4,,,,6.1,4.6,1.8,69,85,
152,울산,2019-07-15,22.4,19.5,26,,,,4.2,3.1,1.2,71,88.1,
152,울산,2019-07-16,23.2,19.7,26.8,.5,.1,.1,5.4,4.1,1.9,65,84.9,
152,울산,2019-07-17,23.3,19.4,27.8,,,,5.1,3.7,1.5,62,83.9,
152,울산,2019-07-18,22.1,20.8,23.8,11.67,5.2,18.1,4.9,3.7,1.1,92,97.9,
152,울산,2019-07-19,23.7,22.2,24.8,7.83,3.7,11.5,5.6,4.2,1.5,96,98,
152,울산,2019-07-20,24.1,23.4,24.7,24,17.6,128.2,14.5,7.7,4.6,98,98,
152,울산,2019-07-21,25.6,23.5,29.3,8.53,.9,3,10.3,5.6,3.5,73,90.6,
152,울산,2019-07-22,28,22.9,32.7,,,,4.4,3.3,1.2,56,80.5,
152,울산,2019-07-23,28.8,25.3,33.8,,,,5.3,3.2,1.7,55,78.5,
152,울산,2019-07-24,27.7,24.9,32,,,,5.4,3.8,2.4,59,78.8,
152,울산,2019-07-25,27.3,24.8,30,.42,0,0,6.2,4.9,2.1,77,88.3,
152,울산,2019-07-26,27.8,25.6,30.3,,,,6.9,5.2,2.7,73,84.9,
152,울산,2019-07-27,27.5,24.3,31.5,1.48,4.3,4.4,5.7,4.1,2.1,70,88.1,
152,울산,2019-07-28,28.3,26,31.8,,,,6.8,5.1,3,64,78.3,
152,울산,2019-07-29,28.1,24.8,32.6,,,,5.8,4.5,2.2,63,80.9,
152,울산,2019-07-30,28.8,25,32.6,,,,7.1,4.9,3.1,59,75.9,
152,울산,2019-07-31,29.7,26.4,33.9,,,,6.6,4.8,2.8,54,72.9,
152,울산,2019-08-01,29.1,24.8,33.3,,,,5.1,3.3,1.5,57,76.9,
152,울산,2019-08-02,29.6,26.1,35,,,,5,3.6,1.5,53,74.9,
152,울산,2019-08-03,28.3,24.1,33.6,,,,4.9,3.3,1.5,53,76.3,
152,울산,2019-08-04,28.4,23.6,33.1,,,,4.8,2.8,1.3,54,73.6,
152,울산,2019-08-05,27.7,23.5,32.9,,,,5.7,4.6,1.9,53,74.1,
152,울산,2019-08-06,25.5,22.7,28.5,11.08,21.2,92.3,10.3,5.8,3.1,81,92,
152,울산,2019-08-07,28.2,23.8,32.8,.83,.1,.1,6.5,4.8,2.9,61,82.6,
152,울산,2019-08-08,28.1,24.5,33.3,,,,5,3,1.4,62,82.4,
152,울산,2019-08-09,28.3,24,32.7,,,,4.8,3.2,1.3,58,80.1,
152,울산,2019-08-10,27.4,23.9,31.1,,,,5.9,4.3,2,62,83.1,
152,울산,2019-08-11,28.1,26.3,31.3,.92,0,0,6,3.7,2.2,60,82.5,
152,울산,2019-08-12,28.7,25.7,32.9,,,,5.6,3.3,1.7,62,83.5,
152,울산,2019-08-13,28.8,25.3,33.2,,,,6,4.5,2.2,56,78.4,
152,울산,2019-08-14,27.6,26,29.9,3.67,2.1,2.6,7.6,4.7,3.3,78,87.1,
152,울산,2019-08-15,26.5,25.6,27.5,11.52,4.2,15.6,8.6,4.9,2.9,89,95.3,
152,울산,2019-08-16,28.5,25.2,32.9,,,,5.2,3.7,1.9,56,74.8,
152,울산,2019-08-17,27.3,22,32.1,,,,6.5,4.5,2,50,72.3,
152,울산,2019-08-18,26.8,23.6,31.3,,,,4.9,3.3,1.7,61,85,
152,울산,2019-08-19,26.2,23.5,29.7,,,,5.3,3.8,1.7,69,88.4,
152,울산,2019-08-20,25.4,23.2,28.8,2.25,.2,.2,6.4,4.1,2.4,61,82.5,
152,울산,2019-08-21,25.2,23.2,27.8,7.07,1.9,5.1,3.8,2.5,1,86,95.6,
152,울산,2019-08-22,25.4,24.1,27.9,13.3,29.8,70.5,7.5,4.2,1,89,97.4,
152,울산,2019-08-23,24.8,22.2,28.7,,,,4.1,3.2,1.5,57,78.3,
152,울산,2019-08-24,23.3,19.4,28.2,,,,5.4,3.6,1.7,51,73.8,
152,울산,2019-08-25,23.9,19.6,28.8,.38,0,0,5.1,3.3,1.5,48,76,
152,울산,2019-08-26,24.7,20.1,29.1,,,,5.3,2.9,1.6,52,77.1,
152,울산,2019-08-27,22.4,21.1,24.1,9.67,2.2,6.7,6.2,4.2,1.4,87,97.3,
152,울산,2019-08-28,23.4,21.5,26.7,6.18,.2,.4,3.7,2.3,1.2,79,94.9,
152,울산,2019-08-29,22.3,20.1,24.4,7.08,1.2,2.2,5.2,3.4,1.2,84,95.8,
152,울산,2019-08-30,23.7,18.6,29.5,,,,4.4,2.9,1.2,42,74.8,
152,울산,2019-08-31,23.9,18.7,29.2,,,,4.6,3.1,1.3,43,64.8,
152,울산,2019-09-01,22.6,20.1,26.3,6.12,.6,1.5,3.5,2.1,.8,64,85.8,
152,울산,2019-09-02,20.8,19.9,22.1,14.42,7.9,18.9,3.4,2.2,1,96,97.9,
152,울산,2019-09-03,22.2,19.8,25.6,13.3,10.2,17.3,5,3.5,1,89,97.1,
152,울산,2019-09-04,23.8,21.6,26.8,5.87,1.7,2.1,3.5,2.2,.9,89,96.8,
152,울산,2019-09-05,26,22.6,30.5,,,,4.8,3.2,1,71,89.3,
152,울산,2019-09-06,26.5,23.6,29.6,,,,5.4,3.5,1.9,77,89.6,
152,울산,2019-09-07,26.3,23.6,28,8.02,3.6,10.8,10.8,6.5,3.7,79,91.3,
152,울산,2019-09-08,25.3,22.4,29.7,3.5,.4,.7,3.6,2.7,.9,63,88.5,
152,울산,2019-09-09,27,23.5,31.8,,,,4.6,3.4,1.4,64,87,
152,울산,2019-09-10,27.1,24.6,30.3,,,,5.1,3.8,1.8,70,83.5,
152,울산,2019-09-11,23.9,21.7,26.6,3.32,1.2,1.3,5.8,4,1.8,82,90.9,
152,울산,2019-09-12,21.3,18.3,22.7,2.92,.9,.9,6.1,4.1,2.8,71,79.5,
152,울산,2019-09-13,21.8,18.8,25.2,1.58,.8,.8,7.1,4.8,2.5,59,76.3,
152,울산,2019-09-14,23.1,17.2,29.2,,,,5.5,3.2,1.4,52,78.9,
152,울산,2019-09-15,23.3,20,28.1,,,,6.4,4,2.2,57,80.5,
152,울산,2019-09-16,21.6,17.9,25.7,,,,6.4,4.2,2.5,53,74.9,
152,울산,2019-09-17,21.7,17.9,25.8,,,,7.8,4.7,2.8,45,70.9,
152,울산,2019-09-18,21.7,16.5,28.6,.67,0,0,6.4,3.8,2.2,32,72,
152,울산,2019-09-19,20.1,16.7,23.5,.75,0,0,6.7,4.3,2.4,49,64.4,
152,울산,2019-09-20,20.2,14.6,23.7,.13,0,0,7.5,4.9,2.1,56,72.8,
152,울산,2019-09-21,18.3,16.8,22,21.53,8.7,50.2,8.2,5,2.3,75,96.4,
152,울산,2019-09-22,18.4,17.3,19.2,24,11.8,173.1,16.5,8.5,5.7,94,97.5,
152,울산,2019-09-23,18,16.1,21.5,8.15,2.5,3.6,11.9,6.4,2,64,88.9,
152,울산,2019-09-24,18.3,14.1,24.5,,,,4.6,3.2,1.6,45,73.4,
152,울산,2019-09-25,19,12.4,24,,,,5.6,4.5,1.6,58,79,
152,울산,2019-09-26,21.8,19,25.2,,,,5.9,4.3,2,69,84.5,
152,울산,2019-09-27,21.4,18.9,25.3,3.08,1.4,2.3,4.6,3.5,1.4,72,92.6,
152,울산,2019-09-28,22.1,20.4,24,5.18,1,2.4,3.3,2,.8,93,97.5,
152,울산,2019-09-29,23.5,20.5,29.7,,,,3.8,2.3,1,65,91.1,
152,울산,2019-09-30,22.9,19.3,28.8,.98,1.6,1.6,3.9,2.2,.9,62,91,
152,울산,2019-10-01,22.5,21.5,24.4,6.22,1.1,1.4,3.6,2.2,.9,92,97.4,
152,울산,2019-10-02,22.4,21,23.6,23.67,34.2,158.5,12.1,7,2.5,98,98,
152,울산,2019-10-03,24,20.4,27.6,5.48,9.6,12.6,10.9,6.8,3.1,58,81.1,
152,울산,2019-10-04,21.7,18.2,25.7,,,,5.6,3.9,1.5,58,84.5,
152,울산,2019-10-05,20.9,17.7,26.2,.48,0,0,6.7,4.2,2.2,66,83.3,
152,울산,2019-10-06,17.2,13.8,20.4,,,,6.8,4.4,2.9,50,67.6,
152,울산,2019-10-07,16.3,13.6,20.9,6.78,.7,2.1,4.7,3.1,1.4,67,89.9,
152,울산,2019-10-08,17.8,13.5,22.8,,,,7.2,4.4,2.6,45,62.4,
152,울산,2019-10-09,15.8,10.5,23.2,,,,5.7,3.7,1.8,32,64.8,
152,울산,2019-10-10,17.3,10.3,24.8,,,,4,2.6,1.2,39,72.8,
152,울산,2019-10-11,19.4,14,24.5,,,,7.6,4.4,2.7,48,68.3,
152,울산,2019-10-12,19,16.6,21.9,,,,10.1,6.1,4.6,57,64.4,
152,울산,2019-10-13,17,14.5,20.9,,,,8.2,4.9,3.3,50,63.8,
152,울산,2019-10-14,17,11.3,23,.2,0,0,5.5,3.7,2,44,72,
152,울산,2019-10-15,13.9,10.6,16.9,6.17,2.1,3,7.7,4.4,2.4,64,83,
152,울산,2019-10-16,14,9.7,19.9,,,,4.4,2.8,1.5,50,80.3,
152,울산,2019-10-17,15.8,10.1,19.5,,,,5.9,3.8,1.8,62,79,
152,울산,2019-10-18,16.8,15.3,18.2,15.28,4.8,33.8,6.4,3.8,2.6,71,91.5,
