지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),1시간 최다강수량(mm),일강수량(mm),최대 순간 풍속(m/s),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),일 최심신적설(cm)
112,인천,2019-01-26,-2.5,-5.6,1.6,,,,12.3,8.1,4.7,28,39.4,
112,인천,2019-01-27,.8,-4.4,4.1,,,,8.1,5.3,2.5,37,60.4,
112,인천,2019-01-28,1.2,-2.1,4.2,.67,,0,12.9,8.2,5.4,25,45.6,
112,인천,2019-01-29,0,-3.8,4,,,,6.6,4,2.1,24,45,
112,인천,2019-01-30,1.7,-1.2,6.1,,,,5.9,4.5,1.7,50,69.8,
112,인천,2019-01-31,-2.4,-5,1.6,,,,11.1,7.2,5,21,33.4,
112,인천,2019-02-01,-.9,-5.2,2.7,,,,9.3,5.2,2.5,39,51.5,
112,인천,2019-02-02,2.9,-1.8,7.2,.92,,0,8.4,5.3,3,49,61.4,
112,인천,2019-02-03,3.1,.6,4.7,19.17,,19.5,13.5,8.8,3.5,61,94,
112,인천,2019-02-04,-.7,-2.2,1.8,,,,9.4,6.9,3,24,43,
112,인천,2019-02-05,3.6,-2.1,8.8,,,,10.6,5.1,2.9,20,38.9,
112,인천,2019-02-06,5.3,1.9,9.9,,,,6,3.8,2.1,39,62.8,
112,인천,2019-02-07,-2.9,-8.3,5,3.42,,0,14.1,9,6,25,49.3,
112,인천,2019-02-08,-6.8,-10.4,-3.6,,,,11.1,7.4,3.7,31,37.5,
112,인천,2019-02-09,-5.2,-7.3,-2.8,,,,9.8,6.5,4.7,22,36.8,
112,인천,2019-02-10,-5.1,-8.1,-2.9,,,,8.3,5.5,3,33,37.9,
112,인천,2019-02-11,-2.6,-6.3,1,,,,8.1,5.5,3.3,31,40.3,
112,인천,2019-02-12,-.8,-3.3,2.2,1.42,,0,8.3,6,2.6,28,46.9,
112,인천,2019-02-13,-2.4,-4.8,1.1,,,,7.7,5.6,3.8,22,32.5,
112,인천,2019-02-14,-1.8,-5.6,2.8,,,,7.2,5.1,2.8,24,36.6,
112,인천,2019-02-15,-1,-2.8,1.2,13.58,,2.6,10.9,6.6,2.7,49,81.1,3.5
112,인천,2019-02-16,-2.4,-4.5,0,5.5,,0,9.1,6.1,4.1,48,61.5,
112,인천,2019-02-17,-1.1,-4.9,2.8,,,,7.3,5,2.8,32,55.5,
112,인천,2019-02-18,.6,-3.3,4,,,,5.8,3.9,1.8,35,56.5,
112,인천,2019-02-19,1.3,-.1,3.7,10.5,,4.5,7,4.5,2.8,59,87.3,4.2
112,인천,2019-02-20,2,.4,4.7,,,,8.4,5.6,3.2,56,71.6,
112,인천,2019-02-21,2.1,-1.2,6.4,,,,6.6,4.6,2.1,43,63,
112,인천,2019-02-22,3.1,-.7,8.4,,,,6.3,4.2,2.2,37,66.6,
112,인천,2019-02-23,6.3,1,13.2,,,,8.5,5.4,1.7,19,54.9,
112,인천,2019-02-24,5.2,1.8,11,,,,7.2,4.6,2.1,33,65.8,
112,인천,2019-02-25,3.6,.8,8.6,,,,7.3,4.8,2.6,34,67.6,
112,인천,2019-02-26,4.7,0,9.8,,,,6.1,4.4,2.2,27,46,
112,인천,2019-02-27,6,3.7,11.2,,,,6,3.7,2,20,48.5,
112,인천,2019-02-28,5.5,2.2,10.7,,,,6.8,4.8,2.1,33,62.5,
112,인천,2019-03-01,5.5,2,10.3,,,,7,4.8,2.2,41,64.9,
112,인천,2019-03-02,6.7,1.9,11.6,,,,5.8,4,2,33,57.4,
112,인천,2019-03-03,7.9,3,13.5,,,,6.9,4.6,2.5,23,49,
112,인천,2019-03-04,7.8,5.4,13.3,,,,8,5,3,36,63.9,
112,인천,2019-03-05,6.8,5,10.7,,,,6.8,4.2,2.3,61,83.1,
112,인천,2019-03-06,7,4.9,10.8,1.25,,0,8.1,5.4,2.4,58,70.5,
112,인천,2019-03-07,6.4,2.8,11,,,,9.1,6.1,4,37,54.8,
112,인천,2019-03-08,5,1.2,10.5,,,,6.9,4.8,2.3,28,57,
112,인천,2019-03-09,6.3,1.1,12.1,,,,4.9,3,1.6,9,53.3,
112,인천,2019-03-10,9,6.1,14.4,,,,6.9,5.1,3.4,12,37.8,
112,인천,2019-03-11,5.1,3.6,6.7,2.08,,.1,7.3,4.8,2.3,57,81.3,
112,인천,2019-03-12,4.3,1.6,7.4,,,,14,9.9,4.5,28,61.8,
112,인천,2019-03-13,3.8,1.7,6.9,,,,14.3,9.7,5.7,23,44.6,
112,인천,2019-03-14,5.3,.1,8.8,,,,8.1,5.1,2.6,16,58.3,
112,인천,2019-03-15,5.2,2.5,11,4.08,,1.5,14.4,8.3,2.6,28,79.9,
112,인천,2019-03-16,4.7,1.3,8,,,,9.6,5.8,2.9,51,74.9,
112,인천,2019-03-17,6,3.3,11,,,,8.3,5,2.5,30,68.5,
112,인천,2019-03-18,6.5,2.3,10.4,,,,7.2,4.4,2.2,24,53.6,
112,인천,2019-03-19,8.2,4.4,12.5,,,,7.4,4.1,2.2,23,68.1,
112,인천,2019-03-20,10.1,6.5,13.5,10.42,,16.4,9,5,2.8,50,85,
112,인천,2019-03-21,6.6,2.3,10.4,5.42,,4.7,14.9,9.6,5.1,60,80,
112,인천,2019-03-22,3.4,0,7.3,,,,11.6,7.8,5.5,25,44.1,
112,인천,2019-03-23,3.8,1.3,7.4,1.25,,2.6,15.6,10.4,4.7,27,54.8,
112,인천,2019-03-24,4.8,1.7,7.9,,,,9.7,6.5,3.4,39,57.5,
112,인천,2019-03-25,7.4,3.4,11.3,,,,10.6,6.5,4.3,50,66,
112,인천,2019-03-26,9.4,7,13.9,,,,7,4.8,2.7,40,72.8,
112,인천,2019-03-27,9.5,6,13.5,,,,13.8,8.1,4.4,58,80.8,
112,인천,2019-03-28,7.8,4.6,12.4,,,,8.6,6.2,3.2,25,61.6,
112,인천,2019-03-29,7.9,5.6,11.4,.08,,0,9.5,6.2,3.5,27,43,
112,인천,2019-03-30,5,3.5,7.8,8.42,,3.1,17.3,10.9,4.9,44,78.5,
112,인천,2019-03-31,4.8,3,7.9,,,,13.3,8.8,5.9,20,51.6,
112,인천,2019-04-01,6,3.4,9.9,,,,10.1,6.3,4.2,17,47.5,
112,인천,2019-04-02,6.7,3.3,11.2,,,,12.1,7.9,3.7,23,51.9,
112,인천,2019-04-03,7.3,3.9,11.8,,,,9.7,6.7,3,19,60.3,
112,인천,2019-04-04,8,4.1,11.9,,,,11.7,6.4,4.2,44,66.6,
112,인천,2019-04-05,10.5,6.9,14.8,,,,10.9,6.9,4.2,21,56.9,
112,인천,2019-04-06,9.4,6.5,10.9,2,0,0,10.5,7.2,2.7,36,53.9,
112,인천,2019-04-07,11.7,5.8,17.8,,,,7.6,5,3.1,13,50,
112,인천,2019-04-08,10.7,7.8,15.4,,,,10.3,6.4,3.5,17,35.5,
112,인천,2019-04-09,9.8,5.1,14.1,7.83,3,14.9,12.5,8.4,4.5,17,51.6,
112,인천,2019-04-10,7.1,5.2,10,12,1.1,3.8,10.1,6.5,3.9,62,86.1,
112,인천,2019-04-11,9,5.6,13.4,,,,8,5.6,2.5,49,73.9,
112,인천,2019-04-12,9.9,6.2,14.8,,,,8.4,5.3,2.5,33,69.9,
112,인천,2019-04-13,11.1,6.7,16.2,,,,6.4,3.6,2.2,14,42.5,
112,인천,2019-04-14,9.6,7.5,12.5,6.92,1,2.4,14.6,10.4,3.7,27,57.3,
112,인천,2019-04-15,11.1,7,14.8,,,,8.6,4.8,2.9,20,48.4,
112,인천,2019-04-16,14,8.1,20,,,,5,3.6,2.2,11,32.4,
112,인천,2019-04-17,14.2,10.2,19,,,,8.5,5.4,2.3,20,55.9,
112,인천,2019-04-18,11.5,9.7,14.8,.25,0,0,11,6.5,3.1,62,88.5,
112,인천,2019-04-19,13.6,9.9,18.8,,,,8.2,5.2,2.7,39,66.1,
112,인천,2019-04-20,13.4,11.4,17.7,4.92,.5,1.1,7.7,4.2,2.4,61,78.3,
112,인천,2019-04-21,12.5,10.7,15.9,5.75,.3,.7,6.9,3.8,2,72,92.6,
112,인천,2019-04-22,16.1,10.1,25.3,,,,5.9,4.6,1.8,31,70.6,
112,인천,2019-04-23,17.3,13.6,22.5,.83,0,0,7.6,5,2,48,67,
112,인천,2019-04-24,16.7,13,21.8,6.92,2.6,5.9,7.4,4.7,2.4,56,82.1,
112,인천,2019-04-25,12.7,8.1,16.8,11.83,3,9.6,9,5.7,2.7,56,87.5,
112,인천,2019-04-26,8.5,7.6,9.7,15.08,.7,2.7,10.2,6.1,3.5,62,84.1,
112,인천,2019-04-27,11,6.1,16.1,,,,7.1,4.9,2.5,42,59.5,
112,인천,2019-04-28,12.6,10.5,16.3,1.33,0,0,6.5,4.2,2.3,37,61.6,
112,인천,2019-04-29,13.5,9.9,16.8,,,,6.5,4.7,1.7,41,54.4,
112,인천,2019-04-30,14.4,10.8,19.8,,,,7.1,4.8,2.3,38,61.5,
112,인천,2019-05-01,14.2,10.7,18.5,,,,9,5.5,3,32,65,
112,인천,2019-05-02,16,12.6,22,,,,9,6.3,3.4,18,39,
112,인천,2019-05-03,15.4,10.8,21.5,,,,6.9,4.3,2.3,33,53.9,
112,인천,2019-05-04,16.3,11.7,21.8,,,,6.6,4.4,2.2,35,61,
112,인천,2019-05-05,16.7,12.7,22.7,,,,10.1,6.9,2.8,25,55.4,
112,인천,2019-05-06,13.6,10.1,18.2,,,,13.5,8.6,5.7,11,32.5,
112,인천,2019-05-07,13.4,9.8,18.2,,,,9.1,5.1,3,34,57.5,
112,인천,2019-05-08,13.8,10.8,17.2,,,,9.2,5.6,3.5,50,67,
112,인천,2019-05-09,14.1,11.7,17.9,,,,7.6,4.9,2.9,39,65.1,
112,인천,2019-05-10,15.2,10.4,21,,,,7,5,2.1,38,64.9,
112,인천,2019-05-11,16.6,12,22.8,,,,7.5,4.5,2.1,27,62.4,
112,인천,2019-05-12,18.5,12.8,23.9,,,,6.3,4.3,1.7,26,46.9,
112,인천,2019-05-13,16.9,14.7,21.3,1,0,0,7.5,4.7,2,29,52.4,
112,인천,2019-05-14,18.1,13.3,23.8,,,,6.7,4.1,1.9,29,61.1,
112,인천,2019-05-15,18.6,14.4,24.1,,,,6.2,4.4,1.8,37,68,
112,인천,2019-05-16,21,15.2,26.7,,,,5.5,4.2,2.1,34,63,
112,인천,2019-05-17,21.5,17.4,25.7,,,,5,3.4,1.6,41,58.5,
112,인천,2019-05-18,21,16.6,25.4,3.42,0,0,12.6,7.1,3.8,42,60.9,
112,인천,2019-05-19,19.2,17.7,21.1,22.5,3.5,14.4,8.4,4.9,3.3,59,96.9,
112,인천,2019-05-20,15.1,12.8,19.5,4.5,5.8,8.3,15.8,8.9,5.1,42,68.5,
112,인천,2019-05-21,15.8,12.5,21,,,,10.6,6.5,3.8,39,69.4,
112,인천,2019-05-22,17.6,12.8,22.3,,,,10,5.9,3.5,41,64.1,
112,인천,2019-05-23,19.5,15.2,25.4,,,,6.8,4.3,2.5,27,62.9,
112,인천,2019-05-24,22.2,17.2,28.3,,,,7,4.4,2.3,39,59,
112,인천,2019-05-25,21.7,17.7,25,,,,7.8,4.5,2.6,29,62.4,
112,인천,2019-05-26,23.2,19.3,27.4,,,,7.6,4.7,2.3,26,48.6,
112,인천,2019-05-27,17.4,15,22.4,11.25,2.8,10.5,11.8,6.9,4.8,49,86,
112,인천,2019-05-28,17.2,13.9,20.6,,,,9.8,6.1,3.5,40,60.9,
112,인천,2019-05-29,18.4,14.2,22.4,,,,8.4,5,3,42,63.4,
112,인천,2019-05-30,18.4,15.6,22.4,2.25,0,0,12.7,7.6,3.9,41,59.8,
112,인천,2019-05-31,17.7,15.5,21.2,,,,9.7,6.5,3.4,43,64,
112,인천,2019-06-01,17,14.8,19.9,,,,7.4,4.4,2.2,54,73.5,
112,인천,2019-06-02,19.5,14.8,24.4,,,,6.3,4,2.1,27,57.8,
112,인천,2019-06-03,21.2,16.5,27.1,,,,9.2,5.7,2.3,34,60,
112,인천,2019-06-04,20.6,17.9,24.7,,,,7.6,4.8,2.9,46,67.3,
112,인천,2019-06-05,19.5,17.3,23.2,,,,8.6,4.9,2.2,66,85,
112,인천,2019-06-06,19.5,17.3,21.8,9.42,2.6,5.9,10.1,6,2.5,64,92.5,
112,인천,2019-06-07,19.9,16.9,24.1,12.5,10.6,26.8,12.2,7.1,4.5,53,80.1,
112,인천,2019-06-08,21.1,17,24.8,,,,6.3,4.1,2.2,48,66,
112,인천,2019-06-09,20.1,18.2,23.5,2.17,0,0,7.4,4.9,2.3,59,78.1,
112,인천,2019-06-10,19.6,16.1,23,6.5,1.9,3.4,9.5,5.5,3.3,49,70,
112,인천,2019-06-11,20.3,16.5,24.3,,,,8,4.8,2.7,41,58.6,
112,인천,2019-06-12,20.2,17,23.7,,,,8.1,5,2.4,49,72.9,
112,인천,2019-06-13,21.3,17.2,26.5,,,,6.6,4.4,2.2,38,67.3,
112,인천,2019-06-14,21.7,18.9,26.7,,,,6.5,4.2,2.3,43,70.9,
112,인천,2019-06-15,21.8,19.1,25.4,,,,11.4,6.9,3.9,45,66.3,
112,인천,2019-06-16,21.1,17.5,25.1,,,,8.6,5.4,2.5,46,65.4,
112,인천,2019-06-17,19.7,17.4,23.3,.58,.2,.2,7.8,4.5,2.8,55,75.6,
112,인천,2019-06-18,20.6,18.5,24.1,8.67,1.8,4.5,9.4,6,2.9,55,79.9,
112,인천,2019-06-19,20.9,18.9,25,2.33,.3,.8,7.7,4.7,2.4,59,85.5,
112,인천,2019-06-20,21.5,19.4,25.5,,,,8.1,5.2,2.5,54,84,
112,인천,2019-06-21,21.4,19,24.8,,,,6.8,4.4,2.3,62,84.8,
112,인천,2019-06-22,23.4,17.7,28.1,,,,7.5,4.8,3,38,55.6,
112,인천,2019-06-23,24.4,20.6,28.6,,,,8.9,6.1,3.2,36,45.3,
112,인천,2019-06-24,23,20.6,26.4,,,,8,4.6,2.5,42,67.8,
112,인천,2019-06-25,23.7,19.5,28.7,,,,6.5,4.8,2.3,39,67.3,
112,인천,2019-06-26,23.8,21.1,27.5,1.08,0,0,7.2,4.1,1.6,51,66.9,
112,인천,2019-06-27,23.7,21.8,27.1,5.17,.3,.9,6.8,4.5,2.1,65,82,
112,인천,2019-06-28,22.5,20.7,26.9,5.58,3.7,3.8,6.4,4.3,2,59,84.4,
112,인천,2019-06-29,23,20.3,26.3,8.33,1.7,3.2,6.1,3.6,2,57,84.9,
112,인천,2019-06-30,22.2,20.7,24.4,1.75,.1,.2,7.7,5,2.7,72,90.6,
112,인천,2019-07-01,22.3,19.8,25.8,,,,7.7,4.4,2.6,56,81.6,
112,인천,2019-07-02,22.7,19.6,26.3,,,,8.5,5.1,2.8,57,83.6,
112,인천,2019-07-03,22.3,20.3,25.2,,,,7,3.5,2,58,87,
112,인천,2019-07-04,22.8,19.7,27.2,,,,7.6,5.1,2.2,39,82.3,
112,인천,2019-07-05,25.1,20.7,30.8,,,,6.8,4.4,2,32,62,
112,인천,2019-07-06,28.6,22.9,34.6,,,,9,4.9,2.3,26,48.8,
112,인천,2019-07-07,27,23.9,30.6,,,,12.2,7.1,4.1,35,46.4,
112,인천,2019-07-08,25.6,21.8,30.2,,,,9,6.1,3.4,34,49,
112,인천,2019-07-09,25.1,21,29,,,,8.7,5.4,3,38,51.3,
112,인천,2019-07-10,22.8,19.6,26.4,10.95,1.2,3.7,10.6,6.5,4.2,48,67.5,
112,인천,2019-07-11,21,19.5,23.2,9.5,.1,.1,10.7,6.1,4,71,84.4,
112,인천,2019-07-12,22.7,20.2,25.7,,,,7.9,4.7,2.5,66,83,
112,인천,2019-07-13,23.1,21.5,26.3,7.33,10.3,11.1,7.6,4.5,2.3,64,87.1,
112,인천,2019-07-14,24.3,21.2,28.2,,,,7.1,4.1,1.9,53,80.9,
112,인천,2019-07-15,24,22.1,26.5,1.5,0,0,6,3.6,1.9,63,85,
112,인천,2019-07-16,24.3,22,28.1,2.25,27.5,37.5,5.9,3.8,2.1,60,85,
112,인천,2019-07-17,25.1,22.3,28.4,,,,6.3,4.1,1.7,55,76.4,
112,인천,2019-07-18,25.8,22.6,30.1,.25,0,0,6.8,4.5,2.1,54,70.8,
112,인천,2019-07-19,28.1,23,33.6,,,,9.5,5.6,2.5,43,66.4,
112,인천,2019-07-20,27.8,24.9,31,9.17,2.5,3.8,15.1,8.2,5.1,57,73,
112,인천,2019-07-21,24.6,23.4,27.5,10.42,4.4,6,9.2,5.1,3.2,73,94.8,
112,인천,2019-07-22,24.9,23.2,28.1,,,,7.6,3.9,2.5,74,92.5,
112,인천,2019-07-23,26.5,23.7,29.9,2.17,0,0,9.1,5.5,2.5,64,86.3,
112,인천,2019-07-24,25.5,24.8,26.2,7.75,.4,1,8.1,5.4,2.6,89,95.5,
112,인천,2019-07-25,25.5,24.9,26.1,10.33,6.3,9.1,7.3,4.3,2.5,92,97.4,
112,인천,2019-07-26,24.4,23.2,25.1,15.75,23.5,61.1,9.6,5.9,2.5,98,98.4,
112,인천,2019-07-27,27.2,24.5,30.9,2.42,4.7,4.8,9.1,5.2,2.3,64,85.6,
112,인천,2019-07-28,25.5,24.6,26.8,15.83,16.6,30,13.3,7.5,4.1,88,96,
112,인천,2019-07-29,26.8,25.1,29,.58,.2,.2,10.9,6.3,4.3,73,84,
112,인천,2019-07-30,27.1,25.6,29.2,2.92,1.5,2.4,11.7,7.3,4.8,75,87.6,
112,인천,2019-07-31,25,23.7,26.3,13.58,28.4,50,11.5,6.9,3.6,87,97.1,
112,인천,2019-08-01,25.8,23.4,28.3,7.67,11.5,26,7.5,4.2,2.4,78,93.5,
112,인천,2019-08-02,27.6,24.8,31.5,,,,7.3,4.4,1.9,61,82.4,
112,인천,2019-08-03,28.8,25.2,33.6,,,,7.3,4.7,2.1,58,75.5,
112,인천,2019-08-04,28.7,25.3,33.1,,,,7.3,5.1,2,56,74.8,
112,인천,2019-08-05,29.9,26.1,34,,,,7.9,5.1,2.3,51,73.8,
112,인천,2019-08-06,31.4,28.2,34.9,,,,8.2,4.8,2.4,39,59.4,
112,인천,2019-08-07,27.9,25.7,31.1,5.25,0,0,7.4,4.4,2.1,54,75,
112,인천,2019-08-08,28,26.3,30.8,,,,6.3,3.7,2.1,68,79.4,
112,인천,2019-08-09,28.9,26,32.3,,,,6.6,4.3,2.2,56,72.6,
112,인천,2019-08-10,31.4,27.1,36,,,,9.8,6,2.9,43,63,
112,인천,2019-08-11,30.3,24.9,35.1,4.42,7.6,10,15.7,9.8,6.1,41,57.6,
112,인천,2019-08-12,26.2,24.5,28.8,19.58,9.3,52.7,10.8,6.1,3.7,78,95.3,
112,인천,2019-08-13,27.5,23.5,31.7,5.42,2.5,4.1,8,4.2,2.2,60,81.8,
112,인천,2019-08-14,29.5,26.3,33.3,1.17,2.7,2.7,7,4.5,2.1,54,75.9,
112,인천,2019-08-15,26.3,23.8,28.5,6.33,3.1,6.4,9,5.8,3.6,64,80,
112,인천,2019-08-16,25.8,23.8,29,1.67,0,0,11.4,7.3,3.7,63,82,
112,인천,2019-08-17,25.3,23.5,28.5,.25,0,0,7.4,4.8,3,52,74.6,
112,인천,2019-08-18,25.3,23.2,28.4,,,,6.8,4.6,2.5,42,71.6,
112,인천,2019-08-19,26.1,22.8,29.7,,,,7.8,4.7,2.5,45,70.9,
112,인천,2019-08-20,27.9,23.5,31.4,,,,6.3,4.7,2.2,49,62.8,
112,인천,2019-08-21,26.9,24.7,30.7,4.83,.6,.6,7.7,4.5,2.4,56,71.4,
112,인천,2019-08-22,26.3,23.9,29.4,,,,7.6,5.1,2.5,44,74,
112,인천,2019-08-23,25.8,22.9,29,,,,8.2,5.4,3.1,43,62.8,
112,인천,2019-08-24,24.2,22.3,27.3,,,,7.2,4.8,2.2,50,68.5,
112,인천,2019-08-25,24.8,21.4,28,,,,7.7,4.9,2.1,51,71.9,
112,인천,2019-08-26,25.9,23.4,29.5,,,,6.7,4.4,2.2,53,75.8,
112,인천,2019-08-27,24.9,22.2,27.6,6.67,2.2,2.6,6.5,4.1,2.2,60,76.6,
112,인천,2019-08-28,25.6,23.7,28.5,,,,8.5,5,2.7,49,75,
112,인천,2019-08-29,23.8,20.5,26.3,3.08,20.9,38.6,12.3,6.4,3.6,64,79.8,
112,인천,2019-08-30,23.1,21.4,25.6,.17,0,0,9.5,6.8,3.7,48,67.5,
112,인천,2019-08-31,23.5,19.9,27.3,.17,0,0,8.2,4.7,2.4,48,69.4,
112,인천,2019-09-01,23.6,20.4,26.3,,,,5.1,3.4,1.9,58,73.5,
112,인천,2019-09-02,24.6,20.8,28.8,,,,8.3,5.6,2.4,35,65.8,
112,인천,2019-09-03,24.6,22.5,28.1,3.25,2.5,3.2,7.2,4.4,2.2,51,73.3,
112,인천,2019-09-04,22.9,21.6,24.4,10.42,19.6,58.2,8.4,5.3,2.9,75,91.4,
112,인천,2019-09-05,23,22.2,25.4,11.08,20,40.3,9.3,5.4,2.4,78,94.4,
112,인천,2019-09-06,24.7,22.1,27.8,10.33,4.4,6.9,7.2,4.6,2.3,70,88.8,
112,인천,2019-09-07,25.2,22.5,29.5,13.08,1,1.4,31.9,18.7,8.6,58,80.3,
112,인천,2019-09-08,24.2,23.1,26,,,,10.9,5.9,2.6,72,85.8,
112,인천,2019-09-09,25.3,22.8,28,.42,0,0,6.7,4.6,1.9,56,76.1,
112,인천,2019-09-10,23.8,22.2,26.5,18.5,24.9,88.8,9.9,5.7,2.4,69,95,
112,인천,2019-09-11,24.3,20.2,27.8,5.83,2.8,4.2,8.6,5.8,3.5,56,74,
112,인천,2019-09-12,20.5,17.4,23.9,12.5,8.3,25.2,8.3,5.2,3.5,59,77.5,
112,인천,2019-09-13,22.5,17.5,27.5,.42,0,0,8.1,4.9,2.5,41,69.9,
112,인천,2019-09-14,22.7,21.6,24.1,2.25,.5,.8,6.3,3.7,2.1,68,86.1,
112,인천,2019-09-15,23.5,20.1,27.5,,,,7.5,4.5,2.5,55,80,
112,인천,2019-09-16,24.1,20.3,28.7,,,,8.9,5.8,3.1,34,60.3,
112,인천,2019-09-17,23.9,19.8,28.1,,,,7.1,4.6,2.7,28,49,
112,인천,2019-09-18,20.5,15.9,23.5,,,,10.5,6.5,4.4,29,49.8,
112,인천,2019-09-19,19.2,14.1,24.1,,,,7.8,4.8,3.2,36,48,
112,인천,2019-09-20,19.9,16,23.4,,,,7.7,4.6,2.7,42,55.5,
112,인천,2019-09-21,20.3,18.8,22.5,1.67,0,0,7,4.3,2.7,50,61.6,
112,인천,2019-09-22,19.4,18.3,20.5,1.83,0,0,15.4,8.8,4.4,56,61.1,
112,인천,2019-09-23,19.8,16.7,23.7,,,,10.8,6.9,3.7,39,53.6,
112,인천,2019-09-24,20.2,16.2,24.4,,,,6.7,4,1.8,33,65.5,
112,인천,2019-09-25,20.8,17,24.5,,,,5.3,3.5,1.7,54,74.1,
112,인천,2019-09-26,22.9,18.8,28.1,,,,5.7,4.4,1.7,37,61.1,
112,인천,2019-09-27,23.2,20.5,26.6,,,,6.2,4.1,1.9,46,61.3,
112,인천,2019-09-28,23.1,20.2,27,,,,6.5,4.3,2.3,48,69.1,
112,인천,2019-09-29,21.7,18.3,26.4,,,,5.7,3.9,2.1,42,75,
112,인천,2019-09-30,21.7,18.2,26.4,,,,5.3,3.2,1.6,55,83.4,
112,인천,2019-10-01,22.8,18.4,27.5,,,,6.7,3.4,1.6,52,77.3,
112,인천,2019-10-02,22.1,20.3,24.4,13.92,3.4,13.2,12.3,6.6,3.4,67,85,
112,인천,2019-10-03,23.1,19.9,27.2,4.75,1.5,4.2,9.4,6,3.7,52,72.3,
112,인천,2019-10-04,22.2,19.7,26.1,,,,7,4.7,2.5,59,77.9,
112,인천,2019-10-05,18.5,14.6,21.3,.83,0,0,9.1,6.1,3,59,76.6,
112,인천,2019-10-06,17.9,12.7,22.1,,,,8,5.1,2.9,45,60.5,
112,인천,2019-10-07,15.3,14.3,18.3,16.42,2.7,13.8,6.7,3.6,2.3,64,91.9,
112,인천,2019-10-08,15.7,11.9,18.3,,,,11.2,7.2,4.2,29,56.6,
112,인천,2019-10-09,14.5,10.1,19,,,,6.2,3.8,1.7,22,45.9,
112,인천,2019-10-10,16.1,13.1,19.3,,,,5.2,3.7,1.7,46,60.8,
112,인천,2019-10-11,19.3,15,24.1,,,,7.9,5.1,2.8,43,63.9,
112,인천,2019-10-12,18.2,15.2,22.5,,,,12.4,8,4.8,36,52,
112,인천,2019-10-13,17.5,12.8,23,,,,8.5,4.8,2.7,37,58.3,
112,인천,2019-10-14,14.3,9.8,17.2,,,,10.8,6.7,3.7,36,57,
112,인천,2019-10-15,14,8.6,20,,,,6.8,4.7,2.4,42,58.4,
112,인천,2019-10-16,14.8,10.9,19,,,,6.5,4.3,2.3,43,67.1,
112,인천,2019-10-17,16,12.6,21.1,,,,5.3,3.3,1.8,35,58.8,
112,인천,2019-10-18,18.2,14.3,23.3,,,,8.1,5,2.9,44,57.9,
112,인천,2019-10-19,17.2,13.4,21.3,,,,6.5,4.3,2.3,50,69.6,
112,인천,2019-10-20,16.5,13.6,20.7,,,,5.6,3.9,2,53,75.8,
